symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:FIBERWEB-EQ,FIBERWEB INDIA LIMITED,43.94,43940.0,16.57,2.2,15.84,,,1.21,,,0.92,,,,,,,,2.42,38580,Technology,large_cap,2025-09-28 08:30:24.363262
NSE:ONEPOINT-EQ,ONE POINT ONE SOL LTD,43.85,43850.0,10.59,0.99,17.42,,,1.01,,,0.76,,,,,,,,2.06,380940,Technology,large_cap,2025-09-28 08:29:50.372325
NSE:MOHEALTH-EQ,MOTILALAMC - MOHEALTH,43.71,43710.0,18.13,3.02,18.09,,,1.28,,,0.51,,,,,,,,2.02,179686,Technology,large_cap,2025-09-28 08:29:55.326843
NSE:SONAMLTD-EQ,SONAM LIMITED,43.66,43659.99999999999,15.09,2.02,12.09,,,1.05,,,0.61,,,,,,,,2.02,27750,Technology,large_cap,2025-09-28 10:50:13.146768
NSE:BALAXI-EQ,BALAXI PHARMA LTD,43.15,43150.0,16.21,2.18,18.41,,,1.45,,,0.65,,,,,,,,2.87,76661,Technology,large_cap,2025-09-28 08:30:22.423175
NSE:SAGILITY-EQ,SAGILITY LIMITED,43.15,43150.0,22.42,3.73,20.46,,,1.25,,,0.14,,,,,,,,1.75,17070654,Technology,large_cap,2025-09-28 10:44:55.553570
NSE:MTNL-EQ,MAHANAGAR TELEPHONE NIGAM,42.75,42750.0,13.04,1.39,14.51,,,1.34,,,1.04,,,,,,,,2.81,1898006,Technology,large_cap,2025-09-28 09:27:55.853245
NSE:CORALFINAC-EQ,CORAL INDIA FIN & HOUS LT,42.64,42640.0,17.33,2.24,18.82,,,1.07,,,1.06,,,,,,,,2.89,27783,Technology,large_cap,2025-09-28 10:50:13.136779
NSE:UGARSUGAR-EQ,THE UGAR SUGAR WORKS LTD,42.4,42400.0,13.11,0.99,12.4,,,1.12,,,0.98,,,,,,,,3.47,55921,Technology,large_cap,2025-09-28 08:30:23.243360
NSE:MADHAV-EQ,MADHAV MARBLE & GRANITE,42.25,42250.0,11.34,2.33,16.91,,,1.11,,,0.67,,,,,,,,2.43,12228,Technology,large_cap,2025-09-28 10:50:14.647433
NSE:SBIBPB-EQ,SBIAMC - SBIBPB,42.19,42190.0,18.18,1.0,17.31,,,1.03,,,1.22,,,,,,,,2.35,35905,Technology,large_cap,2025-09-28 08:30:24.638118
NSE:ESG-EQ,MIRAEAMC - MAESGETF,42.03,42030.0,9.84,1.9,17.74,,,1.5,,,0.8,,,,,,,,2.3,5453,Technology,large_cap,2025-09-28 10:50:15.452741
NSE:MOCAPITAL-EQ,MOTILALAMC - MOCAPITAL,41.93,41930.0,38.99,3.4,21.51,,,1.26,,,0.22,,,,,,,,1.65,375691,Technology,large_cap,2025-09-28 08:29:50.541353
NSE:MBLINFRA-EQ,MBL INFRASTRUCTURE LTD,41.55,41550.0,11.4,1.93,13.32,,,1.34,,,0.66,,,,,,,,2.32,171171,Technology,large_cap,2025-09-28 08:29:56.021057
NSE:BIOFILCHEM-EQ,BIOFIL CHEM & PHARMA LTD,41.52,41520.00000000001,18.0,1.76,18.49,,,1.45,,,1.12,,,,,,,,3.12,9564,Technology,large_cap,2025-09-28 10:50:14.926658
NSE:MURUDCERA-EQ,MURUDESHWAR CERAMICS LTD,41.33,41330.0,10.96,1.89,18.48,,,1.31,,,0.73,,,,,,,,2.39,55429,Technology,large_cap,2025-09-28 08:30:23.282129
NSE:GOKUL-EQ,GOKUL REFOILS & SOLV LTD,41.13,41130.0,11.28,1.84,16.05,,,1.46,,,0.9,,,,,,,,2.62,63057,Technology,large_cap,2025-09-28 08:30:22.902331
NSE:REGENCERAM-EQ,REGENCY CERAMICS LTD.,41.07,41070.0,14.69,2.17,18.41,,,1.14,,,0.61,,,,,,,,2.75,77244,Technology,large_cap,2025-09-28 08:30:22.395211
NSE:DWARKESH-EQ,DWARIKESH SUGAR IND LTD,41.02,41020.00000000001,15.08,2.02,12.08,,,1.04,,,0.61,,,,,,,,2.02,224450,Technology,large_cap,2025-09-28 08:29:54.052677
NSE:IRB-EQ,IRB INFRA DEV LTD.,41.01,41010.0,16.19,1.71,13.92,,,1.49,,,1.22,,,,,,,,2.19,10819017,Technology,large_cap,2025-09-28 10:46:53.691140
NSE:BCLIND-EQ,BCL INDUSTRIES LIMITED,40.95,40950.0,16.45,1.47,13.77,,,1.2,,,1.03,,,,,,,,2.64,318204,Technology,large_cap,2025-09-28 08:29:51.933480
NSE:CAPTRUST-EQ,CAPITAL TRUST LIMITED,40.93,40930.0,19.89,1.56,13.64,,,1.09,,,0.7,,,,,,,,2.99,14886,Technology,large_cap,2025-09-28 10:50:14.324776
NSE:EMULTIMQ-EQ,EDELAMC - EMULTIMQ,40.87,40870.0,10.64,2.32,14.7,,,1.4,,,0.55,,,,,,,,2.31,47790,Technology,large_cap,2025-09-28 08:30:23.656170
NSE:RAJTV-EQ,RAJ TV NETWORK LTD,40.66,40659.99999999999,18.65,2.1,17.15,,,1.22,,,0.56,,,,,,,,2.51,2905,Technology,large_cap,2025-09-28 10:53:22.399479
NSE:DEVIT-EQ,DEV INFO TECHNOLOGY LTD,40.43,40430.0,31.5,4.65,20.25,,,1.38,,,0.18,,,,,,,,1.94,84506,Technology,large_cap,2025-09-28 08:30:22.204368
NSE:GULFPETRO-EQ,GP PETROLEUMS LIMITED,40.08,40080.0,16.81,1.64,14.06,,,1.18,,,0.53,,,,,,,,2.62,88426,Technology,large_cap,2025-09-28 08:30:22.138849
NSE:PTL-EQ,PTL ENTERPRISES LTD,39.69,39690.0,16.04,0.99,18.26,,,1.43,,,0.88,,,,,,,,2.4,15625,Technology,large_cap,2025-09-28 10:50:14.253915
NSE:XTGLOBAL-EQ,XTGLOBAL INFOTECH LIMITED,39.69,39690.0,10.46,1.69,18.63,,,1.04,,,0.95,,,,,,,,2.42,175492,Technology,large_cap,2025-09-28 08:29:55.853087
NSE:MIRZAINT-EQ,MIRZA INTERNATIONAL LIMIT,39.6,39600.0,17.5,2.17,13.23,,,1.4,,,1.17,,,,,,,,2.17,1001192,Technology,large_cap,2025-09-28 09:41:25.226774
NSE:RAJSREESUG-EQ,RAJSHREE SUGAR & CHEMICAL,39.46,39460.0,16.56,2.39,13.97,,,1.44,,,0.72,,,,,,,,2.78,32259,Technology,large_cap,2025-09-28 10:50:12.762801
NSE:ATLANTAA-EQ,ATLANTAA LIMITED,39.06,39060.0,18.08,1.81,11.84,,,1.14,,,0.6,,,,,,,,2.11,135584,Technology,large_cap,2025-09-28 08:29:57.296074
NSE:SPLIL-EQ,SPL INDUSTRIES LIMITED,38.86,38860.0,14.93,1.93,18.41,,,1.09,,,0.83,,,,,,,,2.69,8349,Technology,large_cap,2025-09-28 10:50:15.070824
NSE:MALUPAPER-EQ,MALU PAPER MILLS LIMITED,38.77,38770.00000000001,9.87,1.37,16.37,,,1.42,,,1.17,,,,,,,,3.06,16602,Technology,large_cap,2025-09-28 10:50:14.154115
NSE:GUJRAFFIA-EQ,GUJARAT RAFFIA INDUST LTD,38.61,38610.0,15.81,1.71,13.35,,,1.38,,,0.73,,,,,,,,3.15,22886,Technology,large_cap,2025-09-28 10:50:13.594453
NSE:SNXT30BEES-EQ,NIPPONAMC - SNXT30BEES,38.54,38540.0,9.6,1.31,19.28,,,1.4,,,0.76,,,,,,,,3.41,14590,Technology,large_cap,2025-09-28 10:50:14.338269
NSE:NEXT30ADD-EQ,DSPAMC - NEXT30ADD,38.51,38510.0,18.65,2.2,16.18,,,1.43,,,0.58,,,,,,,,2.58,3857,Technology,large_cap,2025-09-28 10:50:15.736716
NSE:BSE500IETF-EQ,ICICIPRAMC - ICICI500,38.48,38479.99999999999,13.83,1.92,13.86,,,1.3,,,0.94,,,,,,,,2.3,1404045,Technology,large_cap,2025-09-28 09:33:22.322417
NSE:CTE-EQ,CAMBRIDGE TECH ENTER LTD,38.24,38240.0,11.38,1.57,12.93,,,1.11,,,0.77,,,,,,,,3.48,31492,Technology,large_cap,2025-09-28 10:50:12.838751
NSE:IOB-EQ,INDIAN OVERSEAS BANK,38.2,38200.0,16.5,2.08,17.04,,,1.41,,,0.96,,,,,,,,3.06,4892084,Technology,large_cap,2025-09-28 09:15:13.512240
NSE:SIGACHI-EQ,SIGACHI INDUSTRIES LTD,38.09,38090.00000000001,17.64,2.05,13.44,,,1.41,,,1.09,,,,,,,,2.83,11750252,Technology,large_cap,2025-09-28 10:46:25.640791
NSE:OSWALGREEN-EQ,OSWAL GREENTECH LIMITED,37.89,37890.0,9.29,2.21,12.37,,,1.21,,,0.65,,,,,,,,2.64,251592,Technology,large_cap,2025-09-28 08:29:53.278369
NSE:PAISALO-EQ,PAISALO DIGITAL LIMITED,37.89,37890.0,19.91,1.38,12.63,,,1.25,,,1.21,,,,,,,,2.16,13712357,Technology,large_cap,2025-09-28 10:45:38.379865
NSE:MCLEODRUSS-EQ,MCLEOD RUSSEL INDIA LTD.,37.71,37710.0,16.96,1.47,15.55,,,1.31,,,0.85,,,,,,,,2.6,310711,Technology,large_cap,2025-09-28 08:29:52.055184
NSE:TIRUPATIFL-EQ,TIRUPATI FORGE LIMITED,37.35,37350.0,16.25,1.51,11.94,,,1.23,,,0.79,,,,,,,,3.37,146028,Technology,large_cap,2025-09-28 08:29:56.898707
NSE:PATELENG-EQ,PATEL ENGINEERING LTD.,37.33,37330.0,9.19,1.6,17.23,,,1.15,,,1.22,,,,,,,,2.71,2178186,Technology,large_cap,2025-09-28 09:25:26.408634
NSE:PAVNAIND-EQ,PAVNA INDUSTRIES LIMITED,37.25,37250.0,17.87,1.53,18.47,,,1.16,,,0.86,,,,,,,,2.84,119858,Technology,large_cap,2025-09-28 08:30:21.113736
NSE:MOLOWVOL-EQ,MOTILALAMC - MOLOWVOL,37.23,37229.99999999999,15.34,1.7,15.06,,,1.15,,,0.82,,,,,,,,2.13,15645,Technology,large_cap,2025-09-28 10:50:14.248223
NSE:AROGRANITE-EQ,ARO GRANITE IND. LTD.,37.04,37040.0,28.31,4.48,17.59,,,1.58,,,0.42,,,,,,,,1.4,19363,Technology,large_cap,2025-09-28 10:50:13.906390
NSE:ATL-EQ,ALLCARGO TERMINALS LTD,37.02,37020.00000000001,9.47,2.42,12.76,,,1.08,,,1.13,,,,,,,,2.2,986120,Technology,large_cap,2025-09-28 09:41:52.344482
NSE:ORIENTCER-EQ,ORIENT CERATECH LIMITED,36.87,36870.0,17.49,2.24,18.09,,,1.06,,,1.11,,,,,,,,2.09,39566,Technology,large_cap,2025-09-28 08:30:24.295097
NSE:ITBEES-EQ,NIP IND ETF IT,36.83,36830.0,32.82,4.52,23.45,,,1.26,,,0.27,,,,,,,,1.54,19382458,Technology,large_cap,2025-09-28 10:44:37.719883
NSE:ITIETF-EQ,ICICIPRAMC - ICICITECH,36.76,36760.0,33.84,5.44,18.45,,,1.29,,,0.21,,,,,,,,1.86,2330384,Technology,large_cap,2025-09-28 09:23:42.819228
NSE:IT-EQ,KOTAKMAMC - KOTAKIT,36.69,36690.0,25.5,2.95,15.07,,,1.26,,,0.19,,,,,,,,0.54,1110211,Technology,large_cap,2025-09-28 09:38:40.684117
NSE:HDFCBSE500-EQ,HDFCAMC - HDFCBSE500,36.63,36630.0,16.75,1.35,12.37,,,1.01,,,0.85,,,,,,,,2.94,102245,Technology,large_cap,2025-09-28 08:30:21.721594
NSE:JAIPURKURT-EQ,NANDANI CREATION LIMITED,36.5,36500.0,18.17,1.46,14.64,,,1.49,,,0.92,,,,,,,,3.35,4858,Technology,large_cap,2025-09-28 10:50:15.587710
NSE:SBGLP-EQ,SURATWWALA BUS GROUP LTD,36.39,36390.0,17.92,2.03,12.04,,,1.19,,,0.72,,,,,,,,3.13,48248,Technology,large_cap,2025-09-28 08:30:23.637886
NSE:MSPL-EQ,MSP STEEL & POWER LTD.,36.3,36300.0,18.49,2.08,18.53,,,1.17,,,0.88,,,,,,,,2.2,1176278,Technology,large_cap,2025-09-28 09:37:16.818851
NSE:CENTRALBK-EQ,CENTRAL BANK OF INDIA,36.21,36210.0,9.31,1.14,19.56,,,1.45,,,1.0,,,,,,,,2.53,5189463,Technology,large_cap,2025-09-28 09:14:46.401433
NSE:BEARDSELL-EQ,BEARDSELL LIMITED,36.17,36170.0,14.14,2.37,11.82,,,1.38,,,0.55,,,,,,,,3.26,138731,Technology,large_cap,2025-09-28 08:29:57.213867
NSE:TECH-EQ,BIRLASLAMC - TECH,35.96,35960.0,18.83,2.18,18.47,,,1.27,,,1.22,,,,,,,,2.4,65135,Technology,large_cap,2025-09-28 08:30:22.816645
NSE:JINDWORLD-EQ,JINDAL WORLDWIDE LTD,35.93,35930.0,17.31,1.45,12.8,,,1.03,,,0.79,,,,,,,,3.19,481768,Technology,large_cap,2025-09-28 08:29:46.453659
NSE:CIFL-EQ,CAPITAL INDIA FINANCE LTD,35.7,35700.0,10.96,2.28,14.89,,,1.29,,,1.02,,,,,,,,2.32,392167,Technology,large_cap,2025-09-28 08:29:50.000331
NSE:VIPCLOTHNG-EQ,VIP CLOTHING LIMITED,35.66,35659.99999999999,17.9,1.14,16.6,,,1.08,,,0.81,,,,,,,,2.61,335672,Technology,large_cap,2025-09-28 08:29:51.537351
NSE:PIONEEREMB-EQ,PIONEER EMBROIDERIES LTD,35.49,35490.0,15.76,2.18,15.3,,,1.1,,,0.99,,,,,,,,3.3,25935,Technology,large_cap,2025-09-28 10:50:13.277534
NSE:HDFCNIFIT-EQ,HDFCAMC - HDFCNIFIT,35.33,35330.0,17.86,3.62,24.1,,,1.25,,,0.16,,,,,,,,0.64,351223,Technology,large_cap,2025-09-28 08:29:51.234623
NSE:PFS-EQ,PTC INDIA FIN SERV LTD,35.3,35300.0,16.34,1.39,16.87,,,1.41,,,0.74,,,,,,,,2.23,742906,Technology,large_cap,2025-09-28 09:49:13.032306
NSE:SUTLEJTEX-EQ,SUTLEJ TEXT & INDUS LTD,35.1,35100.0,16.93,2.37,18.15,,,1.33,,,0.57,,,,,,,,2.25,42343,Technology,large_cap,2025-09-28 08:30:24.111930
NSE:ITETFADD-EQ,DSPAMC - DSPITETF,35.04,35040.0,21.54,5.55,17.32,,,1.53,,,0.13,,,,,,,,1.32,52825,Technology,large_cap,2025-09-28 08:30:23.456001
NSE:ITETF-EQ,MIRAEAMC - ITETF,35.03,35030.0,29.55,3.06,19.73,,,1.26,,,0.21,,,,,,,,1.41,1153097,Technology,large_cap,2025-09-28 09:37:36.742923
NSE:DAMODARIND-EQ,DAMODAR INDUSTRIES LTD,34.99,34990.0,10.87,1.51,12.5,,,1.16,,,0.85,,,,,,,,2.7,3394,Technology,large_cap,2025-09-28 10:50:15.835731
NSE:GROWWRAIL-EQ,GROWWAMC - GROWWRAIL,34.68,34680.0,17.81,1.2,19.24,,,1.15,,,1.05,,,,,,,,2.78,405709,Technology,large_cap,2025-09-28 08:29:49.455551
NSE:RETAIL-EQ,JHS SVENDGAARD RETAIL V L,34.58,34580.0,17.19,1.8,12.98,,,1.28,,,1.1,,,,,,,,3.08,9424,Technology,large_cap,2025-09-28 10:50:14.931368
NSE:CENTRUM-EQ,CENTRUM CAPITAL LIMITED,34.2,34200.0,19.19,1.65,18.14,,,1.05,,,1.26,,,,,,,,2.12,319951,Technology,large_cap,2025-09-28 08:29:51.881647
NSE:DEN-EQ,DEN NETWORKS LTD,33.53,33530.0,14.94,2.02,19.31,,,1.28,,,0.56,,,,,,,,2.95,535186,Technology,large_cap,2025-09-28 09:58:40.570437
NSE:KOHINOOR-EQ,KOHINOOR FOODS LIMITED,33.41,33409.99999999999,9.35,1.34,18.72,,,1.21,,,0.93,,,,,,,,2.21,56271,Technology,large_cap,2025-09-28 08:30:23.225688
NSE:PENINLAND-EQ,PENINSULA LAND LIMITED,32.98,32979.99999999999,18.53,1.32,18.24,,,1.13,,,1.11,,,,,,,,3.44,124112,Technology,large_cap,2025-09-28 08:30:20.905678
NSE:JISLDVREQS-EQ,JAIN DVR EQUITY SHARES,32.98,32979.99999999999,9.52,1.79,17.19,,,1.44,,,0.77,,,,,,,,2.34,22851,Technology,large_cap,2025-09-28 10:50:13.599766
NSE:SURANASOL-EQ,SURANA SOLAR LIMITED,32.97,32970.0,13.61,1.91,19.2,,,1.41,,,1.05,,,,,,,,2.7,146820,Technology,large_cap,2025-09-28 08:29:56.856991
NSE:COASTCORP-EQ,COASTAL CORPORATION LTD,32.95,32950.0,10.28,1.24,16.32,,,1.45,,,0.98,,,,,,,,2.65,68190,Technology,large_cap,2025-09-28 08:30:22.688271
NSE:NIFTY100EW-EQ,KOTAKMAMC - NIFTY100EW,32.9,32900.0,10.5,2.0,16.28,,,1.23,,,0.55,,,,,,,,3.42,12852,Technology,large_cap,2025-09-28 10:50:14.580912
NSE:WILLAMAGOR-EQ,WILLIAMSON MAGOR,32.82,32820.0,16.17,1.2,14.42,,,1.12,,,0.62,,,,,,,,2.32,5222,Technology,large_cap,2025-09-28 10:50:15.500937
NSE:NAGREEKEXP-EQ,NAGREEKA EXPORTS LTD.,32.56,32560.0,18.35,1.77,16.09,,,1.13,,,1.1,,,,,,,,2.22,12114,Technology,large_cap,2025-09-28 10:50:14.659694
NSE:INDBANK-EQ,INDBANK MERCH BANK,32.26,32260.0,10.57,1.78,14.48,,,1.19,,,1.0,,,,,,,,2.31,35442,Technology,large_cap,2025-09-28 08:30:24.695186
NSE:ALLCARGO-EQ,ALLCARGO LOGISTICS LTD,32.2,32200.0,12.31,1.5,19.51,,,1.13,,,0.8,,,,,,,,2.16,2409949,Technology,large_cap,2025-09-28 09:23:23.821158
NSE:MON50EQUAL-EQ,MOTILALAMC - MON50EQUAL,32.11,32110.0,13.05,1.86,14.03,,,1.1,,,0.99,,,,,,,,2.69,4412,Technology,large_cap,2025-09-28 10:50:15.663162
NSE:TREL-EQ,TRANSINDIA REAL ESTATE L,31.95,31950.0,10.68,2.33,18.95,,,1.03,,,0.81,,,,,,,,2.39,82702,Technology,large_cap,2025-09-28 08:30:22.294614
NSE:INDTERRAIN-EQ,IND TERRAIN FASHIONS LTD,31.88,31880.0,10.92,1.37,18.56,,,1.29,,,0.77,,,,,,,,3.34,57777,Technology,large_cap,2025-09-28 08:30:23.152145
NSE:SBINEQWETF-EQ,SBIAMC - SBINEQWETF,31.82,31820.0,18.1,1.28,13.2,,,1.04,,,0.87,,,,,,,,2.7,22127,Technology,large_cap,2025-09-28 10:50:13.677050
NSE:HINDCON-EQ,HINDCON CHEMICALS LIMITED,31.69,31690.0,14.45,2.05,19.07,,,1.44,,,0.97,,,,,,,,3.22,12928,Technology,large_cap,2025-09-28 10:50:14.571801
NSE:HMAAGRO-EQ,HMA AGRO INDUSTRIES LTD,31.48,31480.0,13.04,1.75,16.37,,,1.3,,,0.67,,,,,,,,2.81,112670,Technology,large_cap,2025-09-28 08:30:21.452613
NSE:RAMANEWS-EQ,SHREE RAMA NEWSPRINT LTD,31.38,31380.0,15.56,1.89,15.71,,,1.45,,,0.57,,,,,,,,3.03,23145,Technology,large_cap,2025-09-28 10:50:13.562404
NSE:KCPSUGIND-EQ,KCP SUGAR IND CORP LTD.,31.28,31280.0,18.33,1.65,17.19,,,1.01,,,0.53,,,,,,,,2.44,57727,Technology,large_cap,2025-09-28 08:30:23.168293
NSE:SHIVAMAUTO-EQ,SHIVAM AUTO.LTD,31.02,31020.0,9.04,1.49,10.4,,,1.27,,,0.45,,,,,,,,2.62,89247,Technology,large_cap,2025-09-28 08:30:22.121902
NSE:USK-EQ,UDAYSHIVAKUMAR INFRA LTD,30.96,30960.0,18.16,2.18,13.03,,,1.01,,,0.55,,,,,,,,2.37,76975,Technology,large_cap,2025-09-28 08:30:22.412205
NSE:EVINDIA-EQ,MIRAEAMC - EVINDIA,30.84,30840.0,12.09,1.72,19.49,,,1.11,,,0.59,,,,,,,,2.37,201444,Technology,large_cap,2025-09-28 08:29:54.698351
NSE:GROWWEV-EQ,GROWWAMC - GROWWEV,30.78,30780.0,16.89,1.42,19.31,,,1.18,,,0.97,,,,,,,,3.5,175871,Technology,large_cap,2025-09-28 08:29:55.782657
NSE:EVIETF-EQ,ICICIPRAMC - EVIETF,30.67,30670.0,10.28,1.38,15.74,,,1.04,,,0.9,,,,,,,,3.05,96177,Technology,large_cap,2025-09-28 08:30:21.873664
NSE:DIGIDRIVE-EQ,DIGIDRIVE DISTRIBUTORS L,30.66,30660.0,16.08,2.1,18.8,,,1.22,,,0.59,,,,,,,,2.33,23754,Technology,large_cap,2025-09-28 10:50:13.512117
NSE:MNC-EQ,KOTAKMAMC - KOTAKMNC,30.43,30430.0,15.06,2.02,12.06,,,1.27,,,0.61,,,,,,,,2.02,35973,Technology,large_cap,2025-09-28 08:30:24.629061
NSE:MOM30IETF-EQ,ICICIPRAMC - ICICIMOM30,30.43,30430.0,12.25,2.41,16.18,,,1.12,,,0.62,,,,,,,,3.39,885603,Technology,large_cap,2025-09-28 09:44:33.302399
NSE:MOMENTUM-EQ,BIRLASLAMC - MOMENTUM,30.29,30290.0,15.06,2.02,12.06,,,1.34,,,0.61,,,,,,,,2.02,119099,Technology,large_cap,2025-09-28 08:30:21.165932
NSE:RENUKA-EQ,SHREE RENUKA SUGARS LTD,30.24,30240.0,12.31,1.54,20.26,,,1.37,,,0.86,,,,,,,,2.4,3059963,Technology,large_cap,2025-09-28 09:19:51.618314
NSE:KOTARISUG-EQ,KOTHARI SUG & CHEM LTD.,30.19,30190.0,14.79,2.33,14.88,,,1.28,,,1.06,,,,,,,,2.19,86151,Technology,large_cap,2025-09-28 08:30:22.188577
NSE:HDFCMOMENT-EQ,HDFCAMC - HDFCMOMENT,30.19,30190.0,14.14,1.87,12.66,,,1.24,,,0.98,,,,,,,,2.86,329022,Technology,large_cap,2025-09-28 08:29:51.694735
NSE:STLNETWORK-EQ,STL NETWORKS LIMITED,30.1,30100.0,15.22,1.81,14.45,,,1.43,,,1.09,,,,,,,,2.15,5545234,Technology,large_cap,2025-09-28 09:14:19.014536
NSE:FINIETF-EQ,ICICIPRAMC-ICICIFIN,29.73,29730.0,15.91,1.42,13.65,,,1.02,,,0.86,,,,,,,,3.43,379516,Technology,large_cap,2025-09-28 08:29:50.412980
NSE:MANAKALUCO-EQ,MANAK ALUMINIUM CO. LTD.,29.71,29710.0,14.82,2.03,17.6,,,1.26,,,1.13,,,,,,,,2.18,138648,Technology,large_cap,2025-09-28 08:29:57.225141
NSE:VLEGOV-EQ,VL E GOV AND IT SOL LTD,29.7,29700.0,10.37,1.81,13.02,,,1.15,,,0.95,,,,,,,,2.29,586810,Technology,large_cap,2025-09-28 09:56:01.178225
NSE:UCOBANK-EQ,UCO BANK,29.44,29440.0,9.78,1.75,18.52,,,1.38,,,1.01,,,,,,,,3.17,7182996,Technology,large_cap,2025-09-28 09:10:29.802122
NSE:LTGILTCASE-EQ,ZERODHAAMC - LTGILTCASE,29.44,29440.0,16.16,2.32,11.83,,,1.11,,,0.89,,,,,,,,3.29,9773,Technology,large_cap,2025-09-28 10:50:14.909483
NSE:GSEC10YEAR-EQ,MIRAEAMC - MAGS813ETF,29.36,29360.0,16.33,2.08,12.0,,,1.43,,,0.86,,,,,,,,2.36,2484,Technology,large_cap,2025-09-28 10:53:22.450270
NSE:PEARLPOLY-EQ,PEARL POLYMERS LTD,29.29,29290.0,10.68,1.81,11.78,,,1.49,,,1.13,,,,,,,,2.95,23352,Technology,large_cap,2025-09-28 10:50:13.553351
NSE:NGIL-EQ,NAKODA GROUP OF IND. LTD,29.28,29280.0,17.19,0.98,17.77,,,1.14,,,0.81,,,,,,,,2.76,38900,Technology,large_cap,2025-09-28 08:30:24.347543
NSE:MSCIINDIA-EQ,KOTAKMAMC - MSCIINDIA,29.24,29240.0,9.31,1.81,17.94,,,1.38,,,1.21,,,,,,,,2.46,19794,Technology,large_cap,2025-09-28 10:50:13.867600
NSE:AKASH-EQ,AKASH INFRA-PROJECTS LTD,29.11,29110.0,8.99,2.42,15.15,,,1.18,,,1.08,,,,,,,,2.5,27495,Technology,large_cap,2025-09-28 10:50:13.162347
NSE:MFML-EQ,MAHALAXMI FABRIC MILLS LT,29.1,29100.0,10.35,2.08,13.31,,,1.02,,,1.21,,,,,,,,2.08,25872,Technology,large_cap,2025-09-28 10:50:13.283571
NSE:SOUTHBANK-EQ,THE SOUTH INDIAN BANK LTD,28.99,28990.0,11.04,2.21,17.5,,,1.12,,,0.64,,,,,,,,2.01,6079742,Technology,large_cap,2025-09-28 09:12:50.342650
NSE:MAHKTECH-EQ,MIRAEAMC - MAHKTECH,28.99,28990.0,10.79,1.74,13.22,,,1.13,,,0.72,,,,,,,,2.19,717962,Technology,large_cap,2025-09-28 09:51:08.572984
NSE:SELMC-EQ,SEL MANUFACTURING CO LTD,28.91,28910.0,9.76,2.08,16.81,,,1.47,,,0.65,,,,,,,,3.25,21931,Technology,large_cap,2025-09-28 10:50:13.692579
NSE:LTGILTBEES-EQ,NIP IND ETF LONGTERM GILT,28.88,28880.0,10.88,1.52,18.77,,,1.06,,,0.56,,,,,,,,2.36,2870256,Technology,large_cap,2025-09-28 09:20:35.455311
NSE:AXISVALUE-EQ,AXISAMC - AXISVALUE,28.84,28840.0,10.72,1.42,19.25,,,1.14,,,0.67,,,,,,,,3.11,39277,Technology,large_cap,2025-09-28 08:30:24.313805
NSE:RUSHIL-EQ,RUSHIL DECOR LIMITED,28.8,28800.0,13.71,1.53,13.5,,,1.09,,,0.73,,,,,,,,2.71,1369322,Technology,large_cap,2025-09-28 09:33:54.611384
NSE:PSB-EQ,PUNJAB & SIND BANK,28.76,28760.0,17.04,2.01,18.52,,,1.31,,,0.72,,,,,,,,2.17,1133790,Technology,large_cap,2025-09-28 09:38:12.968129
NSE:TRIDENT-EQ,TRIDENT LIMITED,28.69,28690.0,13.69,2.42,14.59,,,1.45,,,0.99,,,,,,,,2.15,4959324,Technology,large_cap,2025-09-28 09:15:07.516464
NSE:BSLNIFTY-EQ,ADITYBIRLA SL NIF ETF-GR,28.67,28670.0,17.79,1.03,18.36,,,1.16,,,0.96,,,,,,,,2.63,227639,Technology,large_cap,2025-09-28 08:29:53.946907
NSE:ESAFSFB-EQ,ESAF SMALL FINANCE BANK L,28.58,28580.0,17.62,1.8,12.64,,,1.46,,,1.24,,,,,,,,2.09,133327,Technology,large_cap,2025-09-28 08:29:57.431283
NSE:VINEETLAB-EQ,VINEET LABORATORIES LTD,28.39,28390.0,19.48,1.83,18.23,,,1.29,,,0.52,,,,,,,,2.16,11973,Technology,large_cap,2025-09-28 10:50:14.693778
NSE:LICNETFGSC-EQ,LICNAMC - LICNMFET,28.39,28390.0,11.62,2.2,14.2,,,1.46,,,1.05,,,,,,,,2.82,26111,Technology,large_cap,2025-09-28 10:50:13.230015
NSE:ESSARSHPNG-EQ,ESSAR SHIPPING LTD,28.17,28170.0,18.95,2.32,15.43,,,1.08,,,0.65,,,,,,,,2.34,464693,Technology,large_cap,2025-09-28 08:29:48.034438
NSE:NIF100IETF-EQ,ICICI PRUD NIFTY 100 ETF,28.15,28150.0,9.94,1.85,13.23,,,1.05,,,0.63,,,,,,,,2.61,398318,Technology,large_cap,2025-09-28 08:29:49.653226
NSE:PRUDMOULI-EQ,PRUDENTIAL SUGAR CORPORAT,28.13,28130.0,12.72,1.64,19.15,,,1.35,,,1.11,,,,,,,,2.08,1584122,Technology,large_cap,2025-09-28 09:30:28.696738
NSE:KMSUGAR-EQ,K M SUGAR MILLS LTD,27.67,27670.0,15.04,1.17,15.44,,,1.39,,,0.75,,,,,,,,3.23,47141,Technology,large_cap,2025-09-28 08:30:23.680939
